29925,44987,39434,40649,39352,40198,38837,38086,44260,40990,39859,37397,37334,38412,41524,40016
37920,41259,40049,40455,38987,44331,40083,38769,38043,37477,43569,36752,37101,37842,40867,39594
39650,40389,39744,39119,37870,39599,38881,41422,39240,36790,38685,40411,39171,37905,35247,36680
39547,45407,40886,39702,37796,37697,38511,38508,37034,40204,39320,35567,35937,36765,39649,37842
39963,40089,38756,43754,40338,37676,38767,36423,36646,39440,37487,34960,39266,35867,34153,35457
38934,39728,39693,38660,43189,41167,38681,38471,41279,37473,36828,34423,34937,35625,38078,36313
39428,39623,39633,38466,39104,39010,38774,42955,37230,34697,36399,38782,36031,34973,33085,34212
39929,39397,44625,42392,37849,38945,38545,38387,40151,36431,35847,33397,33834,34399,37206,34989
39559,36890,39650,39356,39052,39043,43809,39853,34599,33704,39315,33839,33266,33901,36807,34813
39281,39508,38997,38529,38922,42646,41392,38470,34123,37967,36505,32450,33073,33884,32192,33428
