6705,11991,19689,29229,29383
11996,19842,29826,29867,29779
17228,29757,29446,29276,27539
20028,29377,29464,29587,23939
24009,29706,23975,29689,23992
24129,23873,29552,29776,23746
29786,27858,29770,29781,23946
29710,29689,29553,29473,19896
29694,24128,29779,29789,19802
19814,23664,29598,29369,19746
