71,138,171,204,206
136,172,187,190,206
136,179,193,193,204
171,182,195,195,203
155,187,195,195,202
145,189,196,195,200
162,189,196,195,199
179,191,195,195,198
169,190,196,194,196
160,191,194,193,196
