72,96,93,89,73
85,91,86,71,54
92,93,76,64,39
99,91,73,56,15
96,86,67,47,5
100,79,63,40,3
103,77,60,34,2
101,73,55,15,2
98,72,49,7,1
94,70,49,5,1
